## This file was extracted from ExpressionPlot by grabbing the TCGA::COAD
## project and extractings the gene information from a SummarizedExperiment
## version of the data.
##
## library(ExpressionPlot)
## p <- ep.find.project('PRJ0004323')
## se <- ep.SummarizedExperiment(p, attach.annot=TRUE)
## gdata <- transform(as.data.frame(mcols(se)), entrez.id=rownames(se))
## out <- gdata[, c('symbol', 'entrez.id', 'size')]
"symbol","entrez.id","size"
"CLTCL1","8218",5515
"CAPG","822",1677
"DGCR14","8220",5385
"SYN3","8224",3145
"HDHD1","8226",2447
"AKAP17A","8227",3280
"PNPLA4","8228",2901
"CAPN1","823",3397
"ZRSR2","8233",1512
"USP11","8237",3290
"USP9X","8239",12401
"CAPN2","824",3727
"RBM10","8241",3433
"KDM5C","8242",6862
"SMC1A","8243",9725
"CAPN3","825",3662
"CAPNS1","826",1478
"NAA10","8260",1118
"F8A1","8263",1702
"UBL4A","8266",2305
"TMEM187","8269",1667
"CAPN6","827",3595
"LAGE3","8270",1816
"SLC10A3","8273",2129
"TKTL1","8277",2899
"CAPS","828",1609
"KDM5D","8284",5581
"USP9Y","8287",10040
"EPX","8288",2717
"ARID1A","8289",8585
"CAPZA1","829",2740
"HIST3H3","8290",481
"DYSF","8291",7278
"COLQ","8292",3366
"SERF1A","8293",2297
"HIST1H4I","8294",370
"TRRAP","8295",12677
"CAPZA2","830",2356
"PICALM","8301",4337
"KLRC4","8302",928
"SNN","8303",3293
"ACOX2","8309",2309
"CAST","831",5126
"ACOX3","8310",2874
"AXIN1","8312",3660
"AXIN2","8313",4234
"BAP1","8314",3585
"BRAP","8315",4026
"CDC7","8317",3415
"CDC45","8318",2008
"CAPZB","832",2838
"EOMES","8320",2754
"FZD1","8321",4350
"FZD4","8322",7394
"FZD6","8323",3933
"FZD7","8324",3851
"FZD8","8325",3186
"PCDH11Y","83259",10685
"FZD9","8326",2342
"GFI1B","8328",1791
"HIST1H2AI","8329",469
"CARS","833",2827
"HIST1H2AK","8330",460
"HIST1H2AJ","8331",439
"HIST1H2AL","8332",470
"HIST1H2AC","8334",546
"HIST1H2AB","8335",477
"HIST1H2AM","8336",487
"HIST2H2AA3","8337",534
"HIST2H2AC","8338",437
"HIST1H2BG","8339",445
"PITPNM3","83394",7151
"CASP1","834",2009
"HIST1H2BL","8340",453
"ELOVL3","83401",1313
"HIST1H2BN","8341",449
"FCRL5","83416",5390
"FCRL4","83417",3459
"HIST1H2BM","8342",446
"HIST1H2BF","8343",430
"TCF7L1","83439",2918
"HIST1H2BE","8344",435
"ADPGK","83440",2775
"SH3BGRL3","83442",1115
"SF3B5","83443",737
"INO80B","83444",1261
"GSG1","83445",2969
"CCDC70","83446",1154
"SLC25A31","83447",1812
"PUS7L","83448",4399
"PMFBP1","83449",3787
"HIST1H2BH","8345",425
"LRRC48","83450",2600
"ABHD11","83451",1646
"RAB33B","83452",3869
"HIST1H2BI","8346",437
"TMEM93","83460",788
"CDCA3","83461",1170
"MXD3","83463",3161
"APH1B","83464",4193
"GLT8D2","83468",1877
"HIST1H2BC","8347",438
"KATNAL2","83473",2833
"DOHH","83475",2060
"ARHGAP24","83478",5682
"DDX59","83479",2320
"HIST1H2BO","8348",467
"PUS3","83480",1844
"SCRT1","83482",3552
"PLVAP","83483",2276
"HIST2H2BE","8349",2223
"CASP2","835",4355
"HIST1H3A","8350",469
"HIST1H3D","8351",864
"HIST1H3C","8352",459
"HIST1H3E","8353",462
"TTC25","83538",2078
"CHST9","83539",2264
"HIST1H3I","8354",477
"NUF2","83540",1989
"FAM110A","83541",1924
"AIF1L","83543",3537
"DNAL1","83544",8570
"RTBDN","83546",1440
"RILP","83547",1792
"COG3","83548",4596
"UCK1","83549",2221
"HIST1H3G","8355",467
"GPR101","83550",1527
"TAAR8","83551",1029
"MFRP","83552",3917
"HIST1H3J","8356",478
"HIST1H3H","8357",473
"HIST1H3B","8358",472
"HIST1H4A","8359",372
"TMUB1","83590",1898
"THAP2","83591",4840
"AKR1E2","83592",1610
"RASSF5","83593",4150
"NUDT12","83594",3488
"SOX7","83595",3216
"BCL2L12","83596",1855
"RTP3","83597",817
"CASP3","836",2673
"HIST1H4D","8360",367
"TMEM47","83604",4054
"CCM2","83605",2170
"C22orf13","83606",3607
"AMMECR1L","83607",4779
"C18orf21","83608",1127
"HIST1H4F","8361",368
"HIST1H4K","8362",354
"HIST1H4J","8363",356
"C19orf12","83636",5181
"ZMIZ2","83637",5144
"C11orf68","83638",1560
"TEX101","83639",1739
"HIST1H4C","8364",390
"FAM103A1","83640",1146
"FAM107B","83641",3785
"SELO","83642",2315
"CCDC3","83643",2738
"FAM167A","83648",4093
"HIST1H4H","8365",374
"SLC35G5","83650",1201
"LINC00208","83655",1927
"C8orf12","83656",1222
"DYNLRB2","83657",497
"DYNLRB1","83658",685
"TEKT1","83659",1413
"HIST1H4B","8366",357
"TLN2","83660",11650
"MS4A8B","83661",1353
"PARP9","83666",7978
"SESN2","83667",3528
"HIST1H4E","8367",377
"HIST1H4L","8368",364
"HIST1H4G","8369",367
"CRISPLD1","83690",4329
"CD99L2","83692",3746
"HSDL1","83693",3668
"RPS6KL1","83694",5195
"C12orf32","83695",2464
"TRAPPC9","83696",4598
"SLC4A9","83697",3404
"CALN1","83698",9981
"SH3BGRL2","83699",4646
"CASP4","837",1418
"HIST2H4A","8370",396
"JAM3","83700",3668
"FERMT3","83706",2552
"TRPT1","83707",1062
"NRIP2","83714",2777
"ESPN","83715",3531
"CRISPLD2","83716",4589
"YPEL3","83719",1604
"HYAL3","8372",1987
"FAM57B","83723",1919
"INHBE","83729",2437
"RIOK1","83732",2578
"SLC25A18","83733",2087
"ATG10","83734",2423
"ITCH","83737",6524
"H2AFB3","83740",517
"TFAP2D","83741",2040
"MARVELD1","83742",3237
"GRWD1","83743",2456
"ZNF484","83744",4031
"L3MBTL2","83746",3192
"LONP2","83752",4342
"KRTAP4-12","83755",1077
"TAS1R3","83756",2559
"RBP5","83758",940
"RBM4B","83759",1723
"FRMD8","83786",3752
"ARMC10","83787",2629
"MAD1L1","8379",2738
"KCNK16","83795",1681
"CASP5","838",1488
"NME5","8382",1226
"OR1A1","8383",930
"USP26","83844",2794
"SYT15","83849",5693
"ESYT3","83850",4447
"SYT16","83851",3137
"SETDB2","83852",6221
"ROPN1L","83853",1078
"ANGPTL6","83854",1857
"KLF16","83855",2887
"FSD1L","83856",4531
"TMTC1","83857",9193
"ATAD3B","83858",2433
"OR1D5","8386",939
"TAF3","83860",2790
"RSPH3","83861",2177
"TMEM120A","83862",1471
"TTTY5","83863",1562
"TTTY9A","83864",1637
"TTTY11","83866",834
"TTTY12","83867",979
"TTTY13","83868",659
"TTTY14","83869",494
"OR1E1","8387",945
"RAB34","83871",1916
"HMCN1","83872",18212
"GPR61","83873",2823
"TBC1D10A","83874",2018
"BCO2","83875",3005
"MRO","83876",5334
"TM2D2","83877",3641
"USHBP1","83878",2410
"CDCA7","83879",2810
"OR1E2","8388",972
"MIXL1","83881",699
"TSPAN10","83882",1617
"SLC25A2","83884",1417
"PRSS27","83886",1462
"TTLL2","83887",2877
"FGFBP2","83888",1171
"WDR87","83889",8947
"SPATA9","83890",1229
"SNX25","83891",3213
"KCTD10","83892",3970
"SPATA16","83893",2107
"TTC29","83894",1786
"KRTAP1-5","83895",1177
"KRTAP3-1","83896",594
"KRTAP3-2","83897",694
"KRTAP9-2","83899",1005
"CASP6","839",1661
"OR1G1","8390",942
"KRTAP9-3","83900",992
"KRTAP9-8","83901",987
"KRTAP17-1","83902",779
"GSG2","83903",2797
"OR3A3","8392",966
"STARD3NL","83930",1617
"STK40","83931",3846
"C1orf124","83932",4618
"HDAC10","83933",2707
"TMEM133","83935",1856
"RASSF4","83937",2495
"C10orf11","83938",896
"EIF2A","83939",3879
"PIP5K1A","8394",3807
"TATDN1","83940",1148
"TM2D1","83941",1250
"TSSK1B","83942",2478
"IMMP2L","83943",1577
"PIP5K1B","8395",2654
"FCAMR","83953",2783
"","83954",1165
"NACAP1","83955",703
"RACGAP1P","83956",2794
"FRMD8P1","83957",1800
"SLC4A11","83959",3538
"PIP4K2B","8396",5732
"PLA2G6","8398",3269
"IFI27L2","83982",467
"TSSK6","83983",1442
"SPNS1","83985",2213
"ITFG3","83986",2952
"CCDC8","83987",3334
"NCALD","83988",4487
"FAM172A","83989",4720
"PLA2G10","8399",997
"BRIP1","83990",8166
"CTTNBP2","83992",5970
"REG4","83998",2262
"KREMEN1","83999",7479
"CASP7","840",3095
"TMPRSS13","84000",4675
"B3GNT5","84002",4123
"SLC25A11","8402",1813
"SOX14","8403",2043
"OBSCN","84033",25727
"EMILIN2","84034",4009
"SPARCL1","8404",3007
"SPOP","8405",3141
"PCDHB19P","84054",4632
"KATNAL1","84056",7601
"MND1","84057",1106
"WDR54","84058",1119
"GPR98","84059",19333
"SRPX","8406",1903
"RBM48","84060",1717
"MAGT1","84061",4022
"DTNBP1","84062",2521
"KIRREL2","84063",2993
"HDHD2","84064",2185
"TMEM222","84065",1855
"C1orf49","84066",1392
"FAM160A2","84067",3492
"SLC10A7","84068",4901
"PLEKHN1","84069",2440
"TAGLN2","8407",1360
"FAM186B","84070",3370
"ARMC2","84071",3413
"HORMAD1","84072",1898
"MYCBPAP","84073",3190
"QRICH2","84074",5359
"FSCB","84075",3148
"TKTL2","84076",2801
"C3orf20","84077",3328
"KBTBD7","84078",2992
"ANKRD27","84079",4453
"ULK1","8408",5222
"C16orf48","84080",1538
"NSRP1","84081",2515
"ZRANB3","84083",3698
"RAB6C","84084",3077
"FBXO30","84085",4408
"UXT","8409",842
"ID2B","84099",1174
"CASP8","841",3505
"ARL6","84100",1453
"USP44","84101",3550
"SLC41A2","84102",3544
"C4orf17","84103",1636
"PCBD2","84105",2378
"PRAM1","84106",2209
"ZIC4","84107",5208
"PCGF6","84108",2230
"QRFPR","84109",2347
"EEA1","8411",8003
"BCAR3","8412",4017
"ZNF394","84124",2145
"LRRIQ1","84125",5444
"ATRIP","84126",2509
"","84127",2248
"WDR75","84128",2674
"ACAD11","84129",3556
"CEP78","84131",2750
"USP42","84132",5120
"ZNRF3","84133",6770
"TOMM40L","84134",2679
"UTP15","84135",3655
"SLC7A6OS","84138",1629
"FAM161A","84140",3860
"FAM176A","84141",2102
"FAM175A","84142",2825
"SYDE2","84144",4711
"ZNF644","84146",5827
"KAT8","84148",1823
"PPP1R1B","84152",2053
"RNASEH2C","84153",2785
"RPF2","84154",949
"ARID5B","84159",8214
"ANXA9","8416",1824
"KIAA1109","84162",15575
"GTF2IRD2","84163",3551
"ASCC2","84164",2823
"NLRC5","84166",6822
"C19orf44","84167",3346
"ANTXR1","84168",7125
"STX7","8417",4270
"LOXL4","84171",3657
"POLR1B","84172",5409
"ELMOD3","84173",3095
"SLA2","84174",2495
"MYH16","84176",2268
"MFSD7","84179",1866
"CMAHP","8418",3390
"CHD6","84181",10389
"FAM188B","84182",2733
"ZCCHC7","84186",2686
"TMEM164","84187",5708
"FAR1","84188",5275
"SLITRK6","84189",4181
"BFSP2","8419",1626
"C12orf26","84190",2096
"FAM96A","84191",1092
"SETD3","84193",3300
"USP48","84196",5189
"SGK196","84197",1615
"CASP9","842",2373
"SNHG3","8420",2346
"TXNDC2","84203",2129
"MEX3B","84206",3398
"ANKRD20A1","84210",3511
"DKFZP434F142","84214",391
"ZNF541","84215",4632
"TMEM117","84216",2697
"ZMYND12","84217",1775
"TBC1D3F","84218",2122
"WDR24","84219",3165
"RGPD5","84220",7790
"C21orf56","84221",2316
"TMEM191A","84222",1958
"IQCG","84223",2345
"NBPF3","84224",4380
"ZMYND15","84225",2411
"C2orf16","84226",6201
"CCDC135","84229",2911
"LRRC8C","84230",7207
"TRAF7","84231",3667
"MAF1","84232",1775
"TMEM126A","84233",818
"RHBDD1","84236",5160
"ATP13A4","84239",4274
"BBOX1","8424",1886
"ZCCHC9","84240",1791
"ZDHHC18","84243",3139
"MRI1","84245",3266
"MED10","84246",1028
"LDOC1L","84247",5324
"FYTTD1","84248",4409
"PSD2","84249",4510
"LTBP4","8425",5446
"ANKRD32","84250",3813
"SGIP1","84251",4694
"GARNL3","84253",3738
"CAMKK1","84254",4478
"SLC37A3","84255",3311
"FLYWCH1","84256",5057
"SYT3","84258",3099
"DCUN1D5","84259",12732
"TCHP","84260",3310
"FBXW9","84261",1737
"PSMG3","84262",1413
"HSDL2","84263",3373
"HAGHL","84264",1352
"POLR3GL","84265",1165
"ALKBH7","84266",1331
"C9orf64","84267",2474
"RPAIN","84268",3286
"CHCHD5","84269",673
"ZNF282","8427",3721
"C9orf89","84270",906
"POLDIP3","84271",3435
"YIPF4","84272",1965
"NOA1","84273",2272
"COQ5","84274",1509
"SLC25A33","84275",1461
"NICN1","84276",3227
"DNAJC30","84277",2534
"HIATL2","84278",786
"PRADC1","84279",1083
"STK24","8428",4937
"BTBD10","84280",2508
"C2orf88","84281",4272
"RNF135","84282",2220
"TMEM79","84283",2354
"NTPCR","84284",902
"EIF1AD","84285",2925
"TMEM175","84286",1773
"ZDHHC16","84287",1979
"EFCAB2","84288",4946
"ING5","84289",5198
"CAPNS2","84290",1009
"WDR83","84292",1505
"FAM213A","84293",2400
"UTP23","84294",3693
"PHF6","84295",4937
"GINS4","84296",3841
"LLPH","84298",1217
"MIEN1","84299",754
"CASP10","843",6380
"MNF1","84300",506
"DDI2","84301",2680
"C9orf125","84302",2089
"CHCHD6","84303",946
"NUDT22","84304",1118
"WIBG","84305",1276
"PDCD2L","84306",1158
"ZNF397","84307",3321
"NUDT16L1","84309",1420
"NR0B2","8431",1271
"C7orf50","84310",1293
"MRPL45","84311",1705
"BRMS1L","84312",2584
"VPS25","84313",1101
"TMEM107","84314",1776
"MON1A","84315",2230
"LSMD1","84316",999
"CCDC115","84317",1644
"CCDC77","84318",2506
"C3orf26","84319",1299
"ACBD6","84320",1616
"THOC3","84321",1828
"C18orf12","84322",537
"SARNP","84324",1308
"C16orf13","84326",840
"ZBED3","84327",1419
"LZIC","84328",1407
"HVCN1","84329",1798
"UTF1","8433",1157
"ZNF414","84330",1558
"FAM195A","84331",910
"DYDC2","84332",1842
"PCGF5","84333",8075
"APOPT1","84334",1235
"AKT1S1","84335",2441
"TMEM101","84336",1539
"ELOF1","84337",1019
"RECK","8434",4412
"GFM2","84340",3220
"COG8","84342",2495
"HPS3","84343",4451
"SOAT2","8435",2073
"SDPR","8436",3251
"ARFGAP2","84364",3022
"MKI67IP","84365",1738
"PRAC","84366",384
"RASAL1","8437",4002
"HOOK3","84376",14440
"RAD54L","8438",3146
"NSMAF","8439",3783
"CASQ1","844",1958
"NCK2","8440",2593
"C2orf40","84417",784
"CYSTM1","84418",910
"C15orf48","84419",917
"GNPAT","8443",2680
"PROK1","84432",1372
"CARD11","84433",4362
"GPR123","84435",4283
"ZNF528","84436",3978
"MSANTD4","84437",4087
"HHIPL1","84439",3905
"DYRK3","8444",2261
"RAB11FIP4","84440",8625
"MAML2","84441",5428
"84443","84443",7595
"DOT1L","84444",7436
"LZTS2","84445",2848
"BRSK1","84446",3108
"SYVN1","84447",3051
"ABLIM2","84448",4832
"ZNF333","84449",3767
"DYRK2","8445",6159
"ZNF512","84450",3426
"KIAA1804","84451",5809
"EFCAB7","84455",2361
"L3MBTL3","84456",4215
"PHYHIPL","84457",3732
"LCOR","84458",10524
"DUSP11","8446",1639
"ZMAT1","84460",7549
"NEURL4","84461",5187
"SLX4","84464",7293
"MEGF11","84465",5914
"MEGF10","84466",7689
"FBN3","84467",8967
"DOC2B","8447",1075
"DOC2A","8448",2066
"DHX16","8449",3461
"FAM120B","84498",3239
"CASQ2","845",2702
"CUL4B","8450",5688
"SPIRE2","84501",3244
"JPH4","84502",4404
"ZNF527","84503",5126
"NKX6-2","84504",1019
"CUL4A","8451",3884
"PPAPDC1B","84513",2628
"GHDC","84514",2922
"MCM8","84515",3750
"DCTN5","84516",7852
"ARPM1","84517",2005
"CNFN","84518",528
"ACRBP","84519",1886
"CUL3","8452",6927
"C14orf142","84520",1176
"JAGN1","84522",1660
"ZC3H8","84524",1604
"HOPX","84525",1896
"ZNF559","84527",3568
"RHOXF2","84528",1297
"C15orf41","84529",2946
"CUL2","8453",4690
"SRRM4","84530",8477
"ACSS1","84532",4818
"C21orf67","84536",2186
"MCHR2","84539",2383
"CUL1","8454",3209
"KBTBD8","84541",4684
"KIAA1841","84542",5520
"MRPL43","84545",2924
"SNORD35B","84546",88
"PGBD1","84547",3135
"TMEM185A","84548",2732
"MAK16","84549",3574
"ATRN","8455",8731
"PARD6G","84552",3836
"FAXC","84553",9760
"MAP1LC3A","84557",1121
"GOLGA2P2Y","84559",1062
"FOXN1","8456",2697
"MT4","84560",294
"SLC12A8","84561",3515
"LYZL1","84569",812
"COL25A1","84570",5945
"GNPTG","84572",1245
"TTF2","8458",4855
"TPST2","8459",2075
"CASR","846",5011
"TPST1","8460",2051
"PARD6B","84612",4615
"ZBTB37","84614",2377
"KRTAP4-4","84616",1079
"TUBB6","84617",1815
"NT5C1A","84618",1107
"ZGPAT","84619",2126
"KLF11","8462",4296
"ST6GAL2","84620",7068
"ZNF594","84622",4877
"KIRREL3","84623",4254
"FNDC1","84624",6551
"KRBA1","84626",4019
"ZNF469","84627",13203
"NTNG2","84628",3091
"TNRC18","84629",10572
"TEAD2","8463",2329
"TTBK1","84630",7128
"SLITRK2","84631",4417
"AFAP1L2","84632",3976
"KISS1R","84634",1625
"GPR174","84636",1258
"IL1F10","84639",1413
"SUPT3H","8464",4509
"USP38","84640",5195
"HIATL1","84641",3298
"KIF2B","84643",2335
"C22orf23","84645",2010
"PLA2G12B","84647",1092
"LCE3D","84648",610
"DGAT2","84649",2454
"EBPL","84650",978
"SPINK7","84651",550
"SPZ1","84654",1872
"GLYR1","84656",3732
"GHRLOS2","84657",1328
"EMR3","84658",2301
"RNASE7","84659",1498
"CCDC62","84660",3216
"DPY30","84661",800
"GLIS2","84662",3705
"","84663",3315
"MYPN","84665",6450
"RETNLB","84666",573
"HES7","84667",1682
"FAM126A","84668",6151
"USP32","84669",7026
"SMARCA5","8467",7926
"ZNF347","84671",4563
"TTTY6","84672",492
"TTTY8","84673",531
"CARD6","84674",4097
"TRIM55","84675",2853
"TRIM63","84676",1764
"DSCR8","84677",831
"KDM2B","84678",5747
"SLC9A7","84679",10034
"FKBP6","8468",1715
"ACCS","84680",2256
"HINT2","84681",652
"INSM2","84684",3013
"PPP1R9B","84687",4048
"C9orf24","84688",1331
"MS4A14","84689",3573
"SPATA22","84690",1719
"FAM71F1","84691",1718
"CCDC54","84692",1294
"MCEE","84693",870
"GJA10","84694",1632
"LOXL3","84695",3121
"ABHD1","84696",1446
"CAPS2","84698",2135
"CREB3L3","84699",2584
"CAT","847",2300
"SORBS2","8470",8869
"MYO18B","84700",8565
"COX4I2","84701",684
"GTPBP3","84705",2839
"GPT2","84706",4211
"BEX2","84707",1176
"LNX1","84708",3476
"C4orf49","84709",1339
"IRS4","8471",3881
"HDGFRP2","84717",2325
"LINC00260","84719",1277
"PIGO","84720",4209
"PSRC1","84722",1775
"PLEKHA8","84725",8806
"PRRC2B","84726",11062
"SPSB2","84727",1288
"OGT","8473",5482
"CBX2","84733",4996
"FAM167B","84734",956
"CNDP1","84735",2198
"AFAP1-AS1","84740",6795
"UNC119B","84747",4811
"USP30","84749",3753
"FUT10","84750",3549
"B3GNT9","84752",2705
"PCGF1","84759",906
"CDC42BPA","8476",10506
"ZNF577","84765",3400
"EFCAB4B","84766",3394
"SPRYD5","84767",1629
"MPV17L2","84769",1360
"GPR65","8477",4522
"DDX11L2","84771",2305
"ZNF607","84775",4538
"MGC11082","84777",853
"NAA11","84779",1516
"SUV420H2","84787",2309
"MGC2889","84789",2194
"HIRIP3","8479",3048
"TUBA1C","84790",1553
"LINC00467","84791",758
"C7orf70","84792",2214
"MGC12982","84793",2509
"PYROXD2","84795",2065
"MGC13053","84796",2066
"C19orf48","84798",1667
"RAE1","8480",2170
"AGPAT9","84803",2740
"MFSD9","84804",2706
"NFKBID","84807",1834
"C1orf170","84808",3040
"CROCCP2","84809",1765
"OFD1","8481",3651
"BUD13","84811",2206
"PLCD4","84812",3237
"PPAPDC3","84814",2095
"MGC12916","84815",2006
"RTN4IP1","84816",2636
"TXNDC17","84817",2075
"IL17RC","84818",2857
"SEMA7A","8482",3447
"POLR2J4","84820",6466
"LMNB2","84823",4635
"FCRLA","84824",2363
"SFT2D3","84826",2811
"CILP","8483",4468
"ADTRP","84830",1858
"ANKRD36BP1","84832",1866
"USMG5","84833",894
"ABHD14B","84836",2437
"ARHGAP5-AS1","84837",1281
"ZNF496","84838",2428
"RAX2","84839",2155
"GALR3","8484",1157
"HPDL","84842",1803
"MGC15705","84843",1165
"PHF5A","84844",1065
"LINC00525","84847",1188
"MGC16121","84848",786
"MGC16142","84849",1291
"GLIS3-AS1","84850",730
"TRIM52","84851",2241
"ATP1A1OS","84852",2635
"LOC84856","84856",2306
"ZNF503","84858",3182
"LRCH3","84859",2258
"KLHL22","84861",2616
"MINA","84864",5342
"CCDC142","84865",4339
"TMEM25","84866",3010
"PTPN5","84867",3135
"HAVCR2","84868",2320
"CBR4","84869",3502
"GEMIN2","8487",1359
"RSPO3","84870",2141
"AGBL4","84871",2988
"ZC3H10","84872",2121
"GPR128","84873",3140
"ZNF514","84874",3204
"PARP10","84875",3518
"ORAI1","84876",1502
"ZBTB45","84878",2352
"MFSD2A","84879",2201
"RPUSD4","84881",2512
"AIFM2","84883",3250
"ZDHHC12","84885",1152
"C1orf198","84886",4132
"SPPL2A","84888",2010
"SLC7A3","84889",2268
"ADO","84890",3724
"ZSCAN10","84891",2463
"C3orf39","84892",2538
"FBXO18","84893",4167
"LINGO1","84894",2932
"FAM73B","84895",3587
"ATAD1","84896",3034
"TBRG1","84897",5162
"PLXDC2","84898",2594
"TMTC4","84899",3754
"RGS5","8490",7424
"RNFT2","84900",2898
"NFATC2IP","84901",3877
"CEP89","84902",2605
"C9orf100","84904",3763
"ZNF341","84905",3316
"FAM136A","84908",1807
"C9orf3","84909",5178
"MAP4K3","8491",4113
"TMEM87B","84910",5212
"ZNF382","84911",2827
"SLC35B4","84912",6816
"ATOH8","84913",5863
"ZNF587","84914",6937
"C12orf34","84915",3140
"CIRH1A","84916",2254
"LRP11","84918",3618
"PPP1R15B","84919",5275
"PRSS12","8492",4573
"ALG10","84920",3128
"FIZ1","84922",2660
"FAM104A","84923",2888
"ZNF566","84924",5288
"DIRC2","84925",3337
"SPRYD3","84926",2932
"TMEM209","84928",3545
"FIBCD1","84929",3323
"PPM1D","8493",4778
"MASTL","84930",3626
"LOC84931","84931",2015
"RAB2B","84932",3002
"C8orf76","84933",1342
"C12orf52","84934",1775
"C13orf33","84935",2390
"ZFYVE19","84936",2397
"ZNRF1","84937",4633
"ATG4C","84938",2724
"MUM1","84939",4214
"CORO6","84940",2397
"HSH2D","84941",2370
"WDR73","84942",1855
"MAEL","84944",1731
"ABHD13","84945",5302
"LTV1","84946",1814
"SERAC1","84947",3969
"TIGD5","84948",2412
"PPFIBP2","8495",4036
"PRPF38A","84950",2772
"TNS4","84951",4072
"CGNL1","84952",7339
"MICALCL","84953",3044
"MPND","84954",1657
"NUDCD1","84955",4082
"RELT","84957",3643
"SYTL1","84958",1966
"UBASH3B","84959",6903
"PPFIBP1","8496",6170
"KIAA1984","84960",1716
"FBXL20","84961",10381
"AJUBA","84962",4747
"ALKBH6","84964",977
"IGSF21","84966",1944
"LSM10","84967",850
"PNMA6A","84968",1479
"TOX2","84969",2826
"PPFIA4","8497",5045
"C1orf94","84970",3154
"ATG4D","84971",1896
"SNHG7","84973",2693
"MFSD5","84975",2216
"DISP1","84976",4924
"FRMD5","84978",2243
"RANBP3","8498",3402
"MIR22HG","84981",2737
"MGC14436","84983",1181
"CEP19","84984",2160
"FAM83A","84985",3596
"ARHGAP19","84986",5565
"COX14","84987",999
"PPP1R16A","84988",2274
"LOC84989","84989",1335
"PPFIA2","8499",6277
"RBM17","84991",3961
"PIGY","84992",1353
"UBL7","84993",1437
"C21orf119","84996",828
"PPFIA1","8500",5562
"MGC16275","85001",2501
"FAM86B1","85002",2438
"RERG","85004",2325
"AGXT2L2","85007",2013
"MGC16025","85009",2127
"SLC43A1","8501",2639
"TCEAL3","85012",1125
"TMEM128","85013",1732
"TMEM141","85014",858
"USP45","85015",6388
"C11orf70","85016",2264
"TMEM241","85019",2994
"PKP4","8502",4591
"REPS1","85021",3551
"TMEM60","85025",873
"C9orf37","85026",1452
"C5orf62","85027",2334
"SNHG12","85028",739
"PIK3R3","8503",5928
"PEX3","8504",2774
"PARG","8505",4253
"CNTNAP1","8506",5454
"ENC1","8507",5728
"NIPSNAP1","8508",2237
"NDST2","8509",3996
"MMP23B","8510",1240
"MMP23A","8511",906
"MBL1P","8512",1424
"LIPF","8513",1526
"KCNAB2","8514",5758
"ITGA10","8515",5170
"ITGA8","8516",3261
"IKBKG","8517",2711
"IKBKAP","8518",6114
"IFITM1","8519",717
"HAT1","8520",1670
"GCM1","8521",2765
"GAS7","8522",8876
"HIST1H2AH","85235",439
"HIST1H2BK","85236",839
"DGKZ","8525",5421
"DGKE","8526",7768
"DGKD","8527",6397
"DDO","8528",1709
"KRTAP9-4","85280",967
"KRTAP4-1","85285",739
"KRTAP4-5","85289",879
"CYP4F2","8529",2360
"KRTAP4-3","85290",942
"KRTAP4-2","85291",763
"KRTAP3-3","85293",704
"KRTAP2-4","85294",764
"CST7","8530",930
"ATCAY","85300",5036
"COL27A1","85301",5583
"FBF1","85302",3862
"CSDA","8531",1974
"PPIL4","85313",2534
"PAQR8","85315",4738
"BAGE5","85316",1843
"BAGE4","85317",1843
"BAGE3","85318",1891
"BAGE2","85319",1891
"CPZ","8532",2540
"ABCC11","85320",4908
"LGALS12","85329",2302
"COPS3","8533",1988
"CHST1","8534",2718
"CBX4","8535",2649
"KIAA1644","85352",6741
"SHANK3","85358",7174
"DGCR6L","85359",1217
"CAMK1","8536",1492
"SYDE1","85360",3254
"TRIM5","85363",3659
"ZCCHC3","85364",2762
"ALG2","85365",2989
"MYLK2","85366",2793
"FAM40A","85369",3262
"BCAS1","8537",3475
"KIAA1656","85371",7605
"RIMBP3","85376",5796
"MICALL1","85377",4495
"TUBGCP6","85378",6019
"KIAA1671","85379",10494
"BARX2","8538",1767
"SNORD14B","85388",91
"SNORD14C","85389",88
"API5","8539",3830
"SNORD14D","85390",87
"SNORD14E","85391",80
"FAM207A","85395",881
"RGS8","85397",912
"AGPS","8540",7665
"EAF1","85403",4488
"DNAJC14","85406",3330
"NKD1","85407",8716
"NKD2","85409",1798
"PPFIA3","8541",4721
"SLC22A16","85413",1971
"SLC45A3","85414",3382
"RHPN2","85415",3531
"ZIC5","85416",4597
"CCNB3","85417",4513
"APOL1","8542",3056
"LMO4","8543",5405
"ZCRB1","85437",1844
"CABS1","85438",1544
"STON2","85439",4416
"PIR","8544",1563
"DOCK7","85440",7052
"PRIC285","85441",10129
"KNDC1","85442",6773
"DCLK3","85443",5344
"LRRCC1","85444",3876
"CNTNAP4","85445",4935
"ZFHX2","85446",9182
"KIAA1755","85449",6412
"CGGBP1","8545",4804
"ITPRIP","85450",4364
"UNK","85451",5045
"KIAA1751","85452",4710
"TSPYL5","85453",4463
"DISP2","85455",5032
"TNKS1BP1","85456",5820
"KIAA1737","85457",4348
"DIXDC1","85458",6383
"KIAA1731","85459",8044
"AP3B1","8546",3986
"ZNF518B","85460",6936
"TANC1","85461",7512
"FHDC1","85462",6480
"ZC3H12C","85463",8807
"SSH2","85464",9166
"EPT1","85465",8129
"FCN3","8547",1032
"LBX2","85474",1452
"GFM1","85476",3468
"SCIN","85477",3297
"CCDC65","85478",1815
"DNAJC5B","85479",1380
